"ListingKey","ListingNumber","ListingCreationDate","CreditGrade","Term","LoanStatus","ClosedDate","BorrowerAPR","BorrowerRate","LenderYield","EstimatedEffectiveYield","EstimatedLoss","EstimatedReturn","ProsperRating (numeric)","ProsperRating (Alpha)","ProsperScore","ListingCategory (numeric)","BorrowerState","Occupation","EmploymentStatus","EmploymentStatusDuration","IsBorrowerHomeowner","CurrentlyInGroup","GroupKey","DateCreditPulled","CreditScoreRangeLower","CreditScoreRangeUpper","FirstRecordedCreditLine","CurrentCreditLines","OpenCreditLines","TotalCreditLinespast7years","OpenRevolvingAccounts","OpenRevolvingMonthlyPayment","InquiriesLast6Months","TotalInquiries","CurrentDelinquencies","AmountDelinquent","DelinquenciesLast7Years","PublicRecordsLast10Years","PublicRecordsLast12Months","RevolvingCreditBalance","BankcardUtilization","AvailableBankcardCredit","TotalTrades","TradesNeverDelinquent (percentage)","TradesOpenedLast6Months","DebtToIncomeRatio","IncomeRange","IncomeVerifiable","StatedMonthlyIncome","LoanKey","TotalProsperLoans","TotalProsperPaymentsBilled","OnTimeProsperPayments","ProsperPaymentsLessThanOneMonthLate","ProsperPaymentsOneMonthPlusLate","ProsperPrincipalBorrowed","ProsperPrincipalOutstanding","ScorexChangeAtTimeOfListing","LoanCurrentDaysDelinquent","LoanFirstDefaultedCycleNumber","LoanMonthsSinceOrigination","LoanNumber","LoanOriginalAmount","LoanOriginationDate","LoanOriginationQuarter","MemberKey","MonthlyLoanPayment","LP_CustomerPayments","LP_CustomerPrincipalPayments","LP_InterestandFees","LP_ServiceFees","LP_CollectionFees","LP_GrossPrincipalLoss","LP_NetPrincipalLoss","LP_NonPrincipalRecoverypayments","PercentFunded","Recommendations","InvestmentFromFriendsCount","InvestmentFromFriendsAmount","Investors"
"08B83405622449195E556A7","239178","2007-11-28 09:40:07.810000000","A","36","Completed","2010-06-24 00:00:00",".132020",".125000",".115000","","","","","","","0","CA","Executive","Full-time","20","True","False","","2007-11-28 09:31:10.627000000","720","739","2000-05-17 00:00:00","18","13","32","12","1167.000000","2","10.000000","0",".000000","0","0","0","48678.000000",".630000","28368.000000","32.000000",".870000","1.000000",".200000","$100,000+","True","10000.000000","B25B3406334333044447754","","","","","","","","","0","","75","22314","25000","2007-12-10 00:00:00","Q4 2007","29223406095857537CAA530","836.340000","29961.250000","24999.970000","4961.280000","-396.910000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","623"
"08BC3599164655446FCB378","1092229","2014-01-07 15:33:33.700000000","","36","Current","",".120810",".093000",".083000",".080580",".024900",".055680","6","A","7.000000","1","MS","Landscaping","Self-employed","225","False","False","","2014-01-07 15:33:36","700","719","1985-09-01 00:00:00","17","16","33","16","1064.000000","2","2.000000","0",".000000","0","0","0","53293.000000",".470000","58418.000000","33.000000","1.000000",".000000","","$25,000-49,999","False","3333.333333","77D63704789084461B8024D","","","","","","","","","0","","2","128649","3000","2014-01-28 00:00:00","Q1 2014","C062370363731027537A903","95.820000","95.820000","72.120000","23.700000","-2.550000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"30B33555784623222BD00DF","623384","2012-08-13 06:10:52","","36","Current","",".357970",".317700",".307700",".289600",".162500",".127100","1","HR","5.000000","1","IL","Administrative Assistant","Employed","101","True","False","","2012-08-08 19:54:15","700","719","2001-12-17 00:00:00","12","10","33","7","349.000000","1","4.000000","0",".000000","10","0","0","11035.000000",".970000","438.000000","19.000000",".940000",".000000",".280000","$50,000-74,999","True","4166.666667","535536592036529989B033E","","","","","","","","","0","","19","73273","4000","2012-08-28 00:00:00","Q3 2012","43443554977576258A674BB","173.710000","3126.780000","1534.060000","1592.720000","-50.150000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","34"
"30C73578202697765A988E6","784357","2013-05-20 17:08:10.063000000","","60","Current","",".175220",".151900",".141900",".135000",".047400",".087600","5","B","7.000000","18","MI","Professional","Employed","96","False","False","","2013-05-20 17:07:55","700","719","1994-11-21 00:00:00","9","8","46","5","134.000000","0","9.000000","0",".000000","6","0","0","3507.000000",".250000","9993.000000","38.000000",".890000","3.000000",".290000","$50,000-74,999","True","4583.333333","DEEC3681942557402882D20","4","16","16","0","0","29500.000000","7019.260000","13","0","","10","91261","15000","2013-05-22 00:00:00","Q2 2013","A0AC351489717916109CCCA","358.350000","3225.150000","1580.660000","1644.490000","-108.260000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"30CF36010087770999A7FE8","1199235","2014-02-07 13:48:09.210000000","","36","Current","",".094340",".080900",".070900",".069190",".019900",".049290","7","AA","8.000000","1","CA","Clerical","Employed","173","False","False","","2014-02-07 13:48:11","720","739","2003-11-03 00:00:00","10","10","14","9","282.000000","0","1.000000","0",".000000","0","0","0","10407.000000",".400000","14785.000000","13.000000","1.000000",".000000",".240000","$25,000-49,999","True","3333.333333","E2EF3706455549605C43882","","","","","","","","","0","","1","132584","10000","2014-02-19 00:00:00","Q1 2014","5EF137059879730062796C8","313.780000",".000000",".000000",".000000",".000000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","137"
"30D334984031125411BD72C","483048","2010-11-06 04:45:12.620000000","","36","Completed","2012-09-05 00:00:00",".310530",".275000",".265000",".150400",".108000",".150400","3","D","8.000000","1","AL","Executive","Employed","158","True","False","","2010-11-06 04:45:00","660","679","1999-03-15 00:00:00","8","7","21","5","425.000000","1","1.000000","1","69.000000","8","0","0","15716.000000",".480000","16384.000000","17.000000",".550000",".000000",".130000","$100,000+","True","8750.000000","75253602789699405462541","","","","","","","","","0","","40","45438","7500","2010-11-18 00:00:00","Q4 2010","BD393499774537204C0DBA8","308.200000","10398.140000","7500.000000","2898.140000","-105.390000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","205"
"30D43428763365789DF354A","385755","2008-08-20 14:16:52.930000000","C","36","Defaulted","2010-02-03 00:00:00",".149420",".128000",".118000","","","","","","","3","CO","Construction","Full-time","40","True","False","","2008-08-14 12:37:38.787000000","640","659","1997-12-22 00:00:00","11","10","26","7","630.000000","1","2.000000","0",".000000","0","0","0","7205.000000",".240000","18730.000000","22.000000",".900000",".000000",".390000","$25,000-49,999","True","3500.000000","BBB634310337096404C5DFB","","","","","","","","","514","17","66","36189","7300","2008-09-02 00:00:00","Q3 2008","F1213426495260663861AFC","245.260000","2943.120000","2131.350000","811.770000","-63.420000",".000000","5168.650000","5168.650000",".000000","1.000000","0","0",".000000","280"
"30D83601761024662FC62C4","1181012","2014-02-05 15:04:19.187000000","","36","Current","",".131890",".103900",".093900",".090710",".029900",".060810","6","A","10.000000","2","IL","Professional","Employed","56","False","False","","2014-02-05 15:04:22","700","719","2002-09-11 00:00:00","10","10","36","4","135.000000","2","2.000000","0",".000000","1","0","0","3025.000000",".230000","8789.000000","16.000000","1.000000","1.000000",".150000","$75,000-99,999","True","7333.333333","40B6370613770798808FB39","","","","","","","","","0","","1","131229","10000","2014-02-13 00:00:00","Q1 2014","C6E63705990117406F9F879","324.510000",".000000",".000000",".000000",".000000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"30D935507405002019AB141","599545","2012-06-13 14:28:36.033000000","","36","Current","",".124270",".096400",".086400",".086200",".020000",".066200","6","A","9.000000","1","IL","Analyst","Employed","83","False","False","","2012-06-13 14:28:34","640","659","2005-03-31 00:00:00","7","7","8","7","420.000000","0","5.000000","0",".000000","0","0","0","16205.000000",".650000","8354.000000","8.000000",".870000",".000000",".140000","$100,000+","True","8750.000000","81E43653732826368EE1283","1","10","10","0","0","10051.990000","6308.370000","-71","0","","21","68321","16500","2012-06-21 00:00:00","Q2 2012","7BE13519671328815A34D73","529.620000","11122.020000","9122.370000","1999.650000","-207.440000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","271"
"30DA35695751043589AB773","705193","2013-01-25 15:56:59.647000000","","36","Current","",".250130",".212400",".202400",".187300",".087400",".099900","4","C","4.000000","15","OH","Executive","Employed","250","True","False","","2013-01-25 15:56:56","660","679","1986-05-30 00:00:00","24","24","58","19","1779.000000","1","3.000000","0",".000000","0","0","0","109463.000000",".890000","11055.000000","54.000000","1.000000","2.000000",".350000","$100,000+","True","10083.333333","71E336740147891199A90FF","","","","","","","","","0","","13","84024","7500","2013-02-01 00:00:00","Q1 2013","FAEC3569846700834A612E5","283.490000","3685.370000","2192.700000","1492.670000","-70.280000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","151"
"30E8342797297342973A38B","373075","2008-07-25 07:50:24.223000000","B","36","Chargedoff","2009-12-05 00:00:00",".134110",".120000",".110000","","","","","","","5","WI","Laborer","Full-time","16","False","False","","2008-07-25 07:39:29.707000000","680","699","2006-06-07 00:00:00","2","2","3","2","41.000000","0",".000000","0",".000000","0","0","0","2633.000000",".360000","2547.000000","2.000000","1.000000",".000000",".100000","$1-24,999","True","1655.833333","116A3427561640169549B37","","","","","","","","","1679","16","67","34984","3600","2008-08-04 00:00:00","Q3 2008","3B9934211777837636764A2","119.570000","1315.270000","967.510000","347.760000","-28.980000",".000000","2632.490000","2632.490000",".000000","1.000000","0","0",".000000","113"
"08C6336434277036891A872","16734","2006-05-30 13:49:06.213000000","B","36","Completed","2008-05-01 00:00:00",".134530",".127500",".117500","","","","","","","0","MA","","","","True","False","A8113366311579615424760","2006-05-30 13:28:57.120000000","680","699","1998-04-02 00:00:00","","","28","3","35.000000","3","20.000000","2","","13","1","","","","","","","",".100000","Not displayed","True","5416.666667","E65133657584323639E9CF6","","","","","","","","","0","","93","1206","6500","2006-06-08 00:00:00","Q2 2006","B09B3366225632203E633EE","218.230000","7648.400000","6500.000000","1148.400000","-41.850000","-111.300000",".000000",".000000",".000000","1.000000","0","0",".000000","128"
"08CB3393360941060351A6D","158604","2007-06-26 12:33:14.053000000","E","36","Completed","2009-02-05 00:00:00",".304650",".290000",".270000","","","","","","","0","","Sales - Retail","Full-time","22","False","True","FEF83377364176536637E50","2007-06-23 00:09:51.210000000","580","599","2004-10-03 00:00:00","6","6","6","6","251.000000","9","10.000000","0",".000000","2","0","0","1849.000000",".360000","3298.000000","6.000000",".660000","1.000000",".350000","$1-24,999","True","1200.000000","171D3394250837248C1FC12","","","","","","","","","0","","80","16685","4000","2007-07-05 00:00:00","Q3 2007","E9B13391739544187587FF8","167.620000","5007.930000","4030.040000","977.890000","-34.130000",".000000",".000000",".000000",".000000","1.000000","1","0",".000000","60"
"08D83602875696442E4606E","1195674","2014-02-06 15:25:07.490000000","","60","Current","",".169930",".146500",".136500",".128980",".054900",".074080","5","B","9.000000","1","CA","Professional","Employed","151","False","False","","2014-02-06 15:25:09","660","679","1990-12-18 00:00:00","6","6","24","5","303.000000","2","8.000000","0",".000000","21","0","0","9361.000000",".540000","5640.000000","23.000000",".780000","1.000000",".150000","$75,000-99,999","True","7083.333333","9FBD370590237793239A53F","1","2","2","0","0","3400.000000",".000000","16","0","","1","131313","11000","2014-02-13 00:00:00","Q1 2014","EB1F369618335170100539C","259.670000",".000000",".000000",".000000",".000000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"08DC3557692542139C62155","645645","2012-09-26 10:20:02.113000000","","36","Chargedoff","2013-11-25 00:00:00",".357970",".317700",".307700",".279900",".162500",".117400","1","HR","5.000000","1","OH","Nurse (LPN)","Employed","65","True","False","","2012-09-26 10:20:00","700","719","2000-10-11 00:00:00","11","10","30","5","227.000000","0","2.000000","0",".000000","1","0","0","4512.000000",".000000","1800.000000","18.000000",".940000","2.000000",".380000","$50,000-74,999","True","5475.000000","22433665004260345AE9139","","","","","","","","","227","13","17","76997","4000","2012-10-26 00:00:00","Q4 2012","B3B73559388511863C0AFB8","173.710000","1389.680000","590.380000","799.300000","-25.160000",".000000","3409.620000","3409.620000",".000000","1.000000","0","0",".000000","37"
"08DF3598615660911BC5D44","1107809","2013-12-30 19:38:07.363000000","","60","Current","",".192210",".168500",".158500",".148140",".069900",".078240","4","C","3.000000","1","AL","Waiter/Waitress","Employed","41","False","False","","2013-12-30 19:38:07","700","719","2008-09-11 00:00:00","4","4","6","4","85.000000","0","2.000000","0",".000000","0","0","0","2048.000000",".240000","6452.000000","6.000000",".830000",".000000",".110000","$1-24,999","True","1666.666667","236B3702644547536C96F82","","","","","","","","","0","","2","124535","4000","2014-01-03 00:00:00","Q1 2014","DE243702897999939C038D6","99.090000","197.243400","90.690000","106.553400","-6.440000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"08E134244479824305E38AA","361026","2008-07-02 10:32:23.160000000","B","36","Chargedoff","2010-12-10 00:00:00",".153770",".139500",".129500","","","","","","","2","NY","Executive","Self-employed","158","True","False","","2008-07-02 10:26:20.010000000","680","699","1990-05-01 00:00:00","8","4","18","2","9.000000","1","7.000000","1","95.000000","44","0","0",".000000",".000000","3500.000000","15.000000",".500000","2.000000","","$25,000-49,999","False","3333.333333","43FE34258058976165381D0","","","","","","","","","1308","29","68","33989","4000","2008-07-10 00:00:00","Q3 2008","B1AF342448424074767415B","136.610000","3203.640000","2391.950000","811.690000","-58.180000","-17.000000","1608.010000","1608.050000","85.000000","1.000000","0","0",".000000","92"
"08F0354470988941043223C","576640","2012-04-08 22:24:50.183000000","","36","Current","",".339730",".299900",".289900",".276600",".149000",".127600","2","E","1.000000","18","NJ","Other","Self-employed","30","False","False","","2012-03-27 21:43:02","620","639","2006-04-06 00:00:00","1","1","7","1",".000000","0",".000000","3","10970.000000","12","0","0",".000000",".000000","3500.000000","4.000000",".400000",".000000","","$1-24,999","False","1500.000000","780C3648774925946A95C9F","1","35","35","0","0","5000.000000",".000000","21","0","","23","63809","2500","2012-04-18 00:00:00","Q2 2012","8C9E337004758482904CED7","106.120000","2349.640000","1254.580000","1095.060000","-36.020000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","12"
"093D3365430569291709120","8912","2006-04-26 22:23:10.147000000","HR","36","Cancelled","2006-05-31 00:00:00",".256500",".237500",".232500","","","","","","","0","","","","","True","False","","2006-04-26 22:08:11.393000000","520","539","1997-11-21 00:00:00","","","18","0",".000000","12","","1","","","1","","","","","","","",".103610","Not displayed","False",".000000","886633657959281284DF4BC","","","","","","","","","0","","94","668","1000","2006-05-01 00:00:00","Q2 2006","4E95336440121524707AE42","39.100000",".000000",".000000",".000000",".000000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","6"
"093F3590403579166593ACD","926677","2013-09-28 09:16:36.513000000","","36","Current","",".212900",".176000",".166000",".155190",".069900",".085290","4","C","7.000000","1","CA","Flight Attendant","Employed","160","True","False","","2013-09-28 09:16:38","660","679","1997-06-13 00:00:00","6","5","25","4","199.000000","1","3.000000","0",".000000","9","1","0","5401.000000",".950000","213.000000","22.000000",".730000",".000000",".100000","$50,000-74,999","True","5416.666667","EF633694722252416F58942","","","","","","","","","0","","5","104440","8000","2013-10-02 00:00:00","Q4 2013","62713406245485727F78241","287.620000","1438.100000","880.190000","557.910000","-31.700000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","12"
"00A93571705469822AF1B6E","717871","2013-02-22 12:37:48.757000000","","36","Current","",".210250",".173400",".163400",".153600",".062400",".091200","4","C","2.000000","2","CT","Executive","Employed","27","True","False","","2013-02-22 12:37:26","700","719","1995-04-20 00:00:00","20","18","50","7","766.000000","1","6.000000","0",".000000","0","1","0","36044.000000",".760000","4400.000000","44.000000",".930000","2.000000",".190000","$100,000+","True","27500.000000","78B436750528046526B99BF","1","6","6","0","0","8000.000000","6994.760000","-9","0","","13","85738","12000","2013-02-26 00:00:00","Q1 2013","17D63553636309856AA2BFF","429.870000","5158.440000","3338.100000","1820.340000","-104.990000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","26"
"00AD35425251122022457F4","570039","2012-03-19 00:16:29.950000000","","36","Completed","2012-10-19 00:00:00",".357970",".317700",".307700",".289600",".165000",".124600","1","HR","3.000000","7","NJ","Other","Not employed","2","False","False","","2012-03-19 00:16:25","760","779","2007-02-23 00:00:00","1","1","3","2",".000000","1","2.000000","0",".000000","0","0","0",".000000",".000000","3500.000000","3.000000","1.000000",".000000","","Not employed","False",".000000","F4C8364552409909315A4A3","","","","","","","","","0","","24","62667","2000","2012-03-27 00:00:00","Q1 2012","F1F735415698555052DA0DF","86.850000","2373.680000","1999.990000","373.690000","-7.960000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","47"
"00AF3373975597240A81AE3","65219","2006-11-22 06:07:39.093000000","HR","36","Defaulted","2007-04-30 00:00:00",".179040",".170000",".165000","","","","","","","0","FL","Professional","Not available","","False","False","","2006-11-15 10:30:12.927000000","480","499","1998-04-26 00:00:00","","","25","2",".000000","8","18.000000","4","","7","0","","","","","","","",".310000","Not displayed","True","3283.333333","E98B33753615038850822DC","","","","","","","","","152","5","88","5058","2000","2006-11-30 00:00:00","Q4 2006","EC04337337321883812E975","71.310000",".000000",".000000",".000000",".000000",".000000","2000.000000","2000.000000",".000000","1.000000","0","0",".000000","9"
"00AF355959706377937C6DF","650993","2012-10-08 09:24:16.113000000","","36","Current","",".210250",".173400",".163400",".153600",".062400",".091200","4","C","4.000000","2","KS","Retail Management","Self-employed","68","True","False","","2012-10-08 09:24:13","700","719","1990-04-25 00:00:00","6","6","32","6","513.000000","0","4.000000","0",".000000","0","0","0","23008.000000",".980000","367.000000","29.000000","1.000000",".000000","","$25,000-49,999","False","2916.666667","D8EF366409626107864E316","1","35","34","0","1","5000.000000",".000000","-116","0","","17","75976","2000","2012-10-10 00:00:00","Q4 2012","BFCB3418345268977FDACB9","71.640000","1146.240000","762.350000","383.890000","-22.160000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","18"
"00CA3396343954742C159D3","176857","2007-07-26 16:39:51.513000000","B","36","Completed","2010-08-07 00:00:00",".127000",".120000",".100000","","","","","","","0","IL","Tradesman - Carpenter","Full-time","36","False","True","85943386927308216031C0F","2007-07-26 15:14:05.883000000","680","699","1999-02-24 00:00:00","13","13","14","13","261.000000","0","6.000000","0",".000000","0","0","0","9162.000000",".260000","15888.000000","14.000000","1.000000","1.000000",".150000","$25,000-49,999","True","5488.166667","8BDF33958048351841B1F35","","","","","","","","","0","","79","17801","10000","2007-08-07 00:00:00","Q3 2007","28973392543091403925F98","332.140000","11792.680000","10000.010000","1792.670000","-162.970000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","361"
"00CF3388049418520682A26","133242","2007-05-05 19:41:47.850000000","E","36","Completed","2010-01-25 00:00:00",".301680",".290000",".280000","","","","","","","0","CA","Other","Full-time","83","False","False","","2007-05-04 22:30:18.630000000","580","599","1992-11-06 00:00:00","20","15","36","17","566.000000","8","29.000000","0",".000000","0","0","0","19047.000000",".940000","1112.000000","35.000000",".910000",".000000",".540000","$25,000-49,999","True","2500.000000","E9FE3389969710042F5BEF6","","","","","","","","","0","","82","14908","5000","2007-05-15 00:00:00","Q2 2007","F44D338897211579904803B","209.530000","7514.570000","5000.000000","2514.570000","-86.710000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","40"
"00D435855820315011A3633","864529","2013-08-08 10:38:23.200000000","","36","Current","",".098370",".084900",".074900",".073100",".019900",".053200","7","AA","10.000000","13","NY","Waiter/Waitress","Employed","58","False","False","","2013-08-01 08:47:52","720","739","2001-03-18 00:00:00","7","6","25","5","71.000000","1","3.000000","0",".000000","3","0","0","2568.000000",".080000","27432.000000","21.000000",".950000","1.000000",".130000","$50,000-74,999","True","4500.000000","BB2B3690979164817C0494A","1","2","2","0","0","10100.000000",".010000","-6","0","","7","98884","7000","2013-08-13 00:00:00","Q3 2013","01C033982120383960651FA","220.940000","1325.640000","1044.570000","281.070000","-33.110000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","125"
"00D83430137333223CB5464","394112","2008-09-06 20:47:10.867000000","HR","36","Chargedoff","2009-04-18 00:00:00",".373520",".349000",".339000","","","","","","","1","AR","Administrative Assistant","Full-time","13","True","False","","2008-08-24 14:34:06.470000000","520","539","1990-09-14 00:00:00","6","6","7","4","193.000000","8","13.000000","0",".000000","0","0","0","11191.000000",".960000","375.000000","7.000000",".850000","3.000000",".130000","$25,000-49,999","True","3750.000000","BF7D3432192350894CE3AC9","","","","","","","","","1909","7","66","36774","2000","2008-09-17 00:00:00","Q3 2008","958F3430397022370D8E6C5","90.360000","166.360000","34.710000","131.650000","-3.340000",".000000","1965.290000","1965.290000",".000000","1.000000","0","0",".000000","31"
"00E03508649158493A4BE41","495799","2011-02-26 10:39:17.310000000","","36","Chargedoff","2012-10-07 00:00:00",".295100",".259900",".249900",".243700",".108000",".135700","3","D","6.000000","1","TN","Other","Employed","41","True","False","","2011-02-26 10:39:09","720","739","1989-09-23 00:00:00","7","7","22","4","475.000000","0","3.000000","0",".000000","0","0","0","14568.000000",".670000","5350.000000","19.000000","1.000000","1.000000",".550000","$25,000-49,999","True","2414.500000","890536121833322762E8947","","","","","","","","","641","19","36","47572","2000","2011-03-07 00:00:00","Q1 2011","C112350774805915437F949","80.570000","1127.980000","599.560000","528.420000","-20.310000",".000000","1400.440000","1400.440000",".000000","1.000000","0","0",".000000","44"
"30ED35791598170081753F3","792314","2013-05-30 15:44:39.787000000","","60","Current","",".200810",".176900",".166900",".157500",".057400",".100100","5","B","6.000000","2","CT","Tradesman - Electrician","Employed","41","True","False","","2013-05-30 15:44:30","700","719","1999-08-18 00:00:00","12","12","27","9","493.000000","3","9.000000","0",".000000","0","1","0","11691.000000",".600000","4592.000000","27.000000",".960000","1.000000",".450000","$75,000-99,999","True","6250.000000","2369368540392488817B147","2","36","27","9","0","21000.000000","12603.840000","13","0","","9","93247","10000","2013-06-17 00:00:00","Q2 2013","0A563429773302770E2665C","252.250000","2013.153400","875.350000","1137.803400","-64.590000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"30FD3469341369366F72F83","435192","2009-11-24 12:43:17.370000000","","36","Chargedoff","2011-10-04 00:00:00",".098440",".095000",".085000",".070000",".015000",".070000","7","AA","9.000000","1","MD","Medical Technician","Full-time","74","True","False","","2009-11-24 12:36:43","800","819","1995-08-22 00:00:00","25","19","57","19","515.000000","1","4.000000","0",".000000","0","0","0","19601.000000",".380000","29576.000000","57.000000",".960000","1.000000",".230000","$25,000-49,999","True","3000.000000","FA0135742712344260C0EC8","","","","","","","","","1010","22","51","39785","5000","2009-12-04 00:00:00","Q4 2009","DB953469382138433954FB8","160.160000","2722.720000","2185.860000","536.860000","-56.510000",".000000","2814.130000","2814.140000",".000000","1.000000","0","0",".000000","205"
"31003414136001733EF98F2","284539","2008-02-26 08:53:15.823000000","AA","36","Completed","2011-03-06 00:00:00",".089910",".086800",".086800","","","","","","","4","TX","Other","Full-time","101","True","False","","2008-02-25 14:37:40.477000000","780","799","1991-08-24 00:00:00","15","11","24","10","56.000000","1","6.000000","1","630.000000","0","0","0","8197.000000",".170000","28710.000000","20.000000",".800000",".000000",".140000","$50,000-74,999","True","5200.000000","B5F03414706554535DDAAC4","","","","","","","","","0","","72","28164","5500","2008-03-06 00:00:00","Q1 2008","363B3413124694238DC14A3","172.310000","6268.650000","5500.010000","768.640000",".000000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","50"
"31093424399878843D2C40F","355466","2008-06-23 05:38:33.120000000","B","36","Completed","2011-07-22 00:00:00",".121500",".107500",".097500","","","","","","","6","GA","Retail Management","Full-time","130","True","False","","2008-06-23 05:24:43.213000000","700","719","1993-03-11 00:00:00","6","6","19","5","359.000000","1","10.000000","0",".000000","0","0","0","13180.000000",".950000","555.000000","16.000000","1.000000",".000000",".100000","$50,000-74,999","True","4217.666667","FB6D3424650175146975B26","","","","","","","","","0","","68","33763","2000","2008-07-07 00:00:00","Q3 2008","16A63418452510306C9C690","17.040000","2351.840000","2000.000000","351.840000","-32.730000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","75"
"311B359480041467029073B","1036511","2013-11-28 16:28:36.873000000","","36","Current","",".147140",".118900",".108900",".104460",".037400",".067060","6","A","7.000000","1","WA","Truck Driver","Employed","26","True","False","","2013-11-28 16:28:39","680","699","2000-08-08 00:00:00","9","8","37","7","275.000000","1","3.000000","0",".000000","22","1","0","8541.000000",".700000","2816.000000","30.000000",".700000","2.000000",".250000","$50,000-74,999","True","4583.333333","091A37010919541845CCEE6","","","","","","","","","0","","3","120564","15000","2013-12-12 00:00:00","Q4 2013","48993693674387354708BF0","497.430000","994.860000","695.400000","299.460000","-25.190000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","265"
"3130338425079577802F88D","115696","2007-03-26 08:03:01.707000000","C","36","Completed","2008-10-15 00:00:00",".133530",".126500",".116500","","","","","","","0","","Analyst","Full-time","11","False","True","25CB3382578620681398C96","2007-03-19 17:43:16.110000000","640","659","2000-01-12 00:00:00","8","5","19","3","233.000000","1","2.000000","0",".000000","0","0","0","9696.000000",".960000","404.000000","14.000000",".850000",".000000",".200000","$25,000-49,999","True","2990.000000","13E73385836037997CB4287","","","","","","","","","0","","83","12658","8500","2007-04-11 00:00:00","Q2 2007","6205338552862462878923E","284.970000","9678.220000","8500.000000","1178.220000","-93.150000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","405"
"313635901230654318A9030","931467","2013-09-26 18:50:29.053000000","","36","Current","",".170900",".134900",".124900",".119290",".042400",".076890","5","B","5.000000","1","MO","","Other","8","False","False","","2013-09-26 18:50:31","760","779","2006-08-14 00:00:00","3","3","13","3","143.000000","0",".000000","0",".000000","0","0","0","67.000000",".000000","3600.000000","8.000000","1.000000",".000000",".140000","$1-24,999","True","2000.000000","8947369415939850101CD76","","","","","","","","","0","","5","103527","4000","2013-10-01 00:00:00","Q4 2013","23E9369436117931119A7C3","135.720000","2677.121600","2470.770000","206.351600","-15.400000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"314335501791317546FD194","600638","2012-06-16 19:38:22.650000000","","36","Current","",".288510",".249900",".239900",".234000",".119000",".115000","3","D","6.000000","1","CA","Skilled Labor","Employed","65","False","False","","2012-06-16 19:38:19","680","699","1984-01-09 00:00:00","4","4","5","4","155.000000","2","3.000000","0",".000000","0","2","0","7835.000000",".800000","1890.000000","5.000000","1.000000",".000000",".080000","$25,000-49,999","True","3550.000000","E1AE3653283616683858CFC","","","","","","","","","0","","21","68258","3500","2012-06-20 00:00:00","Q2 2012","8EB03549752998110C3DA28","139.140000","2782.800000","1619.080000","1163.720000","-46.570000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","26"
"31433605287209218086136","1196320","2014-03-08 08:43:43.427000000","","36","Current","",".166780",".130500",".120500",".114550",".047400",".067150","5","B","4.000000","1","MN","Sales - Commission","Self-employed","170","True","False","","2014-03-08 08:43:46","700","719","1995-08-14 00:00:00","12","11","29","10","614.000000","1","2.000000","0",".000000","0","0","0","27781.000000",".460000","30483.000000","27.000000","1.000000","1.000000","","$100,000+","False","8500.000000","AF533708090522326C25572","","","","","","","","","0","","0","135587","15000","2014-03-11 00:00:00","Q1 2014","AFF037081170192946A44CC","505.770000",".000000",".000000",".000000",".000000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"094A35373809268519F870C","556094","2012-02-02 08:42:24.493000000","","60","Current","",".269900",".244300",".234300",".228700",".085000",".143700","4","C","4.000000","7","MN","Executive","Employed","191","True","False","","2012-02-02 08:42:22","660","679","1996-07-15 00:00:00","10","11","56","8","253.000000","2","5.000000","2","2643.000000","27","1","0","8425.000000",".890000","950.000000","48.000000",".810000",".000000",".170000","$100,000+","True","8500.000000","FDA736412344301600C4DA7","1","12","12","0","0","7500.000000","5745.920000","2","0","","25","60012","15000","2012-02-06 00:00:00","Q1 2012","43683505713459639DCA53A","435.270000","10356.480000","3750.290000","6606.190000","-270.430000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
